grid,positionOrder,laps_pct,driver_age,driver_championship_position,driver_championship_wins
0.75,0.7391304347826086,0.9636363636363636,0.7519933726830277,0.7692307692307693,0.0
0.41666666666666663,0.3913043478260869,1.0,0.314590452521487,0.6538461538461539,0.0
0.75,0.9130434782608696,0.4333333333333333,0.4532463497980739,0.2692307692307693,0.0
0.041666666666666664,0.8260869565217391,0.4090909090909091,0.27016671844258056,0.038461538461538464,0.10526315789473684
0.25,0.08695652173913043,1.0,0.508543025784405,0.34615384615384615,0.0
0.4583333333333333,0.4782608695652174,0.9836065573770492,0.6787822305063684,0.34615384615384615,0.0
0.75,0.6086956521739131,0.9824561403508772,0.3573573573573574,0.6538461538461539,0.0
0.041666666666666664,0.13043478260869565,1.0,0.6324945635290464,0.11538461538461539,0.0
0.3333333333333333,0.4782608695652174,1.0,0.9412861136999067,0.3846153846153847,0.0
0.5833333333333333,0.8260869565217391,0.8309859154929577,0.25359842601221905,0.5000000000000001,0.0
0.6666666666666666,0.5217391304347826,1.0,0.9095992544268408,0.5000000000000001,0.0
0.041666666666666664,0.8260869565217391,0.5833333333333334,0.39577508543025774,0.11538461538461539,0.0
0.5416666666666666,0.21739130434782608,1.0,0.7894791343067207,0.11538461538461539,0.0
0.3333333333333333,0.26086956521739135,1.0,0.30485658071864963,0.2307692307692308,0.0
0.375,0.26086956521739135,0.9807692307692308,0.23547685616651137,0.2307692307692308,0.0
0.4583333333333333,0.5652173913043479,0.9807692307692308,0.31676504090297186,0.6538461538461539,0.0
0.4583333333333333,0.6521739130434783,0.819672131147541,0.6338407372890131,0.3076923076923077,0.0
0.20833333333333331,0.8260869565217391,0.5909090909090909,0.3746505125815469,0.34615384615384615,0.0
0.125,0.13043478260869565,1.0,0.32018225121673394,0.19230769230769232,0.0
0.4583333333333333,0.21739130434782608,1.0,0.48824686755721247,0.42307692307692313,0.0
0.29166666666666663,0.043478260869565216,1.0,0.2717199958579266,0.0,0.05263157894736842
0.5,0.21739130434782608,1.0,0.2630216423319872,0.46153846153846156,0.0
0.375,0.13043478260869565,1.0,0.4795485140312725,0.19230769230769232,0.0
0.4583333333333333,0.5217391304347826,0.9848484848484848,0.4986020503261883,0.5000000000000001,0.0
0.16666666666666666,0.043478260869565216,1.0,0.47395671533602557,0.11538461538461539,0.05263157894736842
0.8333333333333333,0.6521739130434783,0.9714285714285714,0.35756446101273687,0.7307692307692308,0.0
0.6666666666666666,0.7391304347826086,0.8142857142857143,0.25556591073832446,0.6923076923076924,0.0
0.875,0.4782608695652174,1.0,0.16464740602671613,0.34615384615384615,0.0
0.7083333333333333,0.782608695652174,0.2545454545454545,0.19426322874598723,0.5000000000000001,0.0
0.125,0.26086956521739135,1.0,0.34379206792999883,0.2692307692307693,0.05263157894736842
0.29166666666666663,0.6086956521739131,1.0,0.5939732836284559,0.46153846153846156,0.0
0.125,0.13043478260869565,1.0,0.6432639536087812,0.2692307692307693,0.0
0.5416666666666666,0.17391304347826086,1.0,0.607331469400435,0.3846153846153847,0.0
0.41666666666666663,0.5652173913043479,0.9833333333333332,0.6353940147043595,0.576923076923077,0.0
0.6666666666666666,0.6521739130434783,0.9803921568627452,0.6655275965620793,0.8076923076923078,0.0
0.625,0.4782608695652174,0.8863636363636364,0.7013565289427357,0.5000000000000001,0.0
0.5,0.9130434782608696,0.1698113207547169,0.1418660039349694,0.6153846153846154,0.0
0.625,0.9130434782608696,0.9473684210526316,0.4185564875220045,0.3846153846153847,0.0
0.5833333333333333,0.6521739130434783,0.9772727272727272,0.4115149632391013,0.7692307692307693,0.0
0.625,0.3913043478260869,1.0,0.2024438231334783,0.34615384615384615,0.0
0.125,0.0,1.0,0.6071243657450553,0.0,0.3684210526315789
0.29166666666666663,0.8260869565217391,0.3448275862068966,0.4360567464015739,0.34615384615384615,0.0
0.25,0.043478260869565216,1.0,0.8076007041524282,0.07692307692307693,0.0
0.6666666666666666,0.782608695652174,0.6792452830188679,0.1855648752200476,0.5000000000000001,0.0
0.08333333333333333,0.08695652173913043,1.0,0.5137206171688931,0.0,0.2631578947368421
0.041666666666666664,0.0,1.0,0.33747540644092366,0.0,0.631578947368421
0.8333333333333333,0.6521739130434783,0.9714285714285714,0.20679299989644817,0.7307692307692308,0.0
0.29166666666666663,0.6086956521739131,0.4833333333333333,0.39826032929481214,0.34615384615384615,0.0
