status_grupo,Fuera del top 10,Ganador,Podio,Top 10
Abandono mecánico,98.5192497532083,0.0,0.0,1.4807502467917077
Clasificado / terminó,38.519578509171325,6.2182906205281645,12.384545336282034,42.87758553401847
Incidente / abandono,99.10269192422732,0.0,0.0,0.897308075772682
Otro,99.32659932659934,0.0,0.0,0.6734006734006733
