grid,positionOrder,points,laps,quali_position,driver_season_points,constructor_race_points,total_pit_stops
-0.08333333333333333,-0.25,0.0,0.11627906976744186,-1.5,-0.1875,0.4,0.0
-0.25,-0.16666666666666666,0.0,0.11627906976744186,-1.75,0.375,0.0,0.0
0.16666666666666666,-0.08333333333333333,0.0,0.09302325581395349,-1.125,0.0,0.0,0.0
-0.75,0.0,0.0,0.09302325581395349,-2.5,0.6875,1.6,0.0
0.3333333333333333,0.08333333333333333,0.0,0.09302325581395349,-0.875,-0.1875,0.0,0.0
0.08333333333333333,0.16666666666666666,0.0,0.09302325581395349,-1.25,-0.1875,0.0,0.0
0.5,0.25,0.0,0.09302325581395349,-0.625,-0.1875,0.6,0.0
0.6666666666666666,0.3333333333333333,0.0,0.09302325581395349,-0.25,-0.1875,0.0,0.0
0.25,0.4166666666666667,0.0,0.09302325581395349,-1.0,-0.1875,0.0,0.0
0.5833333333333334,0.5,0.0,-0.6744186046511628,-0.5,-0.0625,0.0,0.0
0.4166666666666667,0.5833333333333334,0.0,-1.2093023255813953,-0.75,0.125,0.2,0.0
0.75,0.6666666666666666,0.0,-1.2325581395348837,-0.375,-0.1875,0.0,0.0
-0.6666666666666666,-0.9166666666666666,5.0,0.5348837209302325,-2.375,2.1875,2.2,0.0
-0.5,-0.8333333333333334,4.0,0.5348837209302325,-2.125,1.8125,1.6,0.0
-0.8333333333333334,-0.75,3.0,0.5348837209302325,-2.625,1.9375,1.2,0.0
-0.16666666666666666,-0.6666666666666666,2.5,0.5348837209302325,-1.625,0.75,1.0,0.0
0.6666666666666666,-0.5833333333333334,2.0,0.5348837209302325,-0.5,0.0625,0.8,0.0
0.25,-0.5,1.5,0.5348837209302325,-0.875,0.0,0.6,0.0
0.16666666666666666,-0.4166666666666667,1.0,0.5348837209302325,-1.0,0.25,0.4,0.0
-0.5833333333333334,-0.3333333333333333,0.5,0.5348837209302325,-2.25,0.75,2.2,0.0
-0.75,-0.25,0.0,0.5348837209302325,-2.5,2.0,1.2,0.0
-0.3333333333333333,-0.16666666666666666,0.0,0.5116279069767442,-1.875,0.375,0.0,0.0
0.0,-0.08333333333333333,0.0,0.5116279069767442,-1.25,0.0,0.6,0.0
-0.08333333333333333,0.0,0.0,0.5116279069767442,-1.375,-0.1875,0.0,0.0
-0.25,0.08333333333333333,0.0,0.5116279069767442,-1.75,0.375,0.0,0.0
0.08333333333333333,0.16666666666666666,0.0,0.4418604651162791,-1.125,1.0625,1.6,0.0
0.5833333333333334,0.25,0.0,0.32558139534883723,-0.375,-0.1875,0.0,0.0
-0.4166666666666667,0.3333333333333333,0.0,0.13953488372093023,-2.0,0.3125,0.4,0.0
0.5,0.4166666666666667,0.0,-0.13953488372093023,-0.625,-0.1875,0.0,0.0
0.75,0.5,0.0,-0.3953488372093023,-0.25,-0.1875,0.0,0.0
0.3333333333333333,0.5833333333333334,0.0,-1.069767441860465,-1.5,-0.1875,1.0,0.0
0.4166666666666667,0.6666666666666666,0.0,-1.069767441860465,-0.75,-0.0625,0.8,0.0
-0.75,-0.9166666666666666,5.0,0.3953488372093023,-2.5,2.4375,3.6,0.0
-0.25,-0.8333333333333334,4.0,0.3953488372093023,-1.75,1.5625,3.6,0.0
0.16666666666666666,-0.75,3.0,0.3953488372093023,-1.125,0.1875,1.2,0.0
0.0,-0.6666666666666666,2.5,0.3953488372093023,-1.375,0.125,1.6,0.0
-0.4166666666666667,-0.5833333333333334,2.0,0.3953488372093023,-2.0,2.1875,0.8,0.0
0.25,-0.5,1.5,0.3953488372093023,-1.0,0.5625,1.6,0.0
-0.16666666666666666,-0.4166666666666667,1.0,0.3953488372093023,-1.625,0.125,0.4,0.0
0.6666666666666666,-0.3333333333333333,0.5,0.3953488372093023,-0.25,0.125,0.2,0.0
