grid,final_position,laps,quali_position,total_pit_stops,positions_gained
-1.4070779786660907,-1.8848115750410805,0.3966039485338499,-2.549740618526919,-0.3582832127807444,-0.6381008173172699
-0.8517326078673588,-1.616017718091096,0.3966039485338499,-1.9413953332509546,-0.3582832127807444,0.10830113101038283
-0.574059922467993,-1.3472238611411111,0.3966039485338499,-1.6372226906129725,-0.3582832127807444,0.3571017804529337
-0.018714551669261142,-1.0784300041911266,0.3966039485338499,-0.876791084018017,-0.3582832127807444,1.1035037287805864
-1.1294052932667247,-0.8096361472411419,0.3966039485338499,-2.2455679758889366,-0.3582832127807444,-1.1357021162023715
0.25895813373010473,-0.5408422902911572,0.36270105312404555,-0.5726184413800348,-0.3582832127807444,1.1035037287805864
0.8143035045288366,-0.2720484333411725,0.2948952623044368,0.03572684389592962,-0.3582832127807444,1.8499056771082392
0.5366308191294706,-0.003254576391187843,0.22708947148482808,-0.2684457987420526,-0.3582832127807444,1.1035037287805864
-1.2682416359664077,-0.003254576391187843,0.02367209902600188,-2.3976542972079278,-0.3582832127807444,-0.14049951843216807
0.9531398472285195,-0.003254576391187843,-0.11193948261321558,-1.3330500479749903,-0.3582832127807444,-0.14049951843216807
1.0919761899282026,-0.003254576391187843,-0.4848713321210636,0.33989948653391183,-0.3582832127807444,-0.14049951843216807
1.2308125326278854,-0.003254576391187843,-0.5526771229406723,0.4919858078529029,-0.3582832127807444,-0.14049951843216807
-0.9905689505670418,-0.003254576391187843,-0.5865800183504767,-2.093481654569946,-0.3582832127807444,-0.14049951843216807
-0.43522357976831,-0.003254576391187843,-0.7221915999896942,-1.4851363692939814,-0.3582832127807444,-0.14049951843216807
-0.7128962651676759,-0.003254576391187843,-0.9256089724485204,-1.7893090119319635,-0.3582832127807444,-0.14049951843216807
1.5084852180272512,-0.003254576391187843,-1.2985408219563683,0.18781316521492072,-0.3582832127807444,-0.14049951843216807
0.3977944764297877,-0.003254576391187843,-1.5697639852348033,-0.4205321200610437,-0.3582832127807444,-0.14049951843216807
0.12012179103042181,-0.003254576391187843,-1.5697639852348033,-0.7247047626990258,-0.3582832127807444,-0.14049951843216807
1.3696488753275684,-0.003254576391187843,-1.5697639852348033,0.644072129171894,-0.3582832127807444,-0.14049951843216807
-0.296387237068627,-0.003254576391187843,-1.5697639852348033,-1.1809637266559991,-0.3582832127807444,-0.14049951843216807
0.6754671618291536,-0.003254576391187843,-1.5697639852348033,-0.11635947742306148,-0.3582832127807444,-0.14049951843216807
-0.1575508943689441,-0.003254576391187843,0.3966039485338499,-1.028877405337008,-0.3582832127807444,-0.14049951843216807
-1.2682416359664077,-1.8848115750410805,0.32879815771424115,-2.3976542972079278,-0.3582832127807444,-0.38930016787471894
-0.9905689505670418,-1.616017718091096,0.32879815771424115,-1.7893090119319635,-0.3582832127807444,-0.14049951843216807
-0.43522357976831,-1.3472238611411111,0.32879815771424115,-2.2455679758889366,-0.3582832127807444,0.6059024298954846
-1.1294052932667247,-1.0784300041911266,0.32879815771424115,-1.9413953332509546,-0.3582832127807444,-0.8869014667598207
-0.296387237068627,-0.8096361472411419,0.32879815771424115,-2.093481654569946,-0.3582832127807444,0.3571017804529337
-0.8517326078673588,-0.5408422902911572,0.32879815771424115,-1.6372226906129725,-0.3582832127807444,-0.8869014667598207
-0.7128962651676759,-0.2720484333411725,0.32879815771424115,-1.4851363692939814,-0.3582832127807444,-0.8869014667598207
-0.574059922467993,-0.003254576391187843,0.32879815771424115,-1.3330500479749903,-0.3582832127807444,-0.8869014667598207
0.12012179103042181,0.26553928055879683,0.32879815771424115,-0.876791084018017,-0.3582832127807444,0.10830113101038283
-0.018714551669261142,0.5343331375087815,0.32879815771424115,-1.028877405337008,-0.3582832127807444,-0.38930016787471894
0.25895813373010473,0.8031269944587661,0.32879815771424115,-0.7247047626990258,-0.3582832127807444,-0.14049951843216807
0.8143035045288366,1.0719208514087508,0.2948952623044368,-0.11635947742306148,-0.3582832127807444,0.6059024298954846
0.3977944764297877,1.3407147083587354,0.2948952623044368,-0.5726184413800348,-0.3582832127807444,-0.38930016787471894
0.6754671618291536,1.6095085653087202,0.2948952623044368,-0.2684457987420526,-0.3582832127807444,-0.14049951843216807
1.3696488753275684,1.8783024222587048,0.2948952623044368,0.644072129171894,-0.3582832127807444,0.8547030793380355
1.0919761899282026,2.1470962792086894,0.26099236689463245,0.33989948653391183,-0.3582832127807444,0.10830113101038283
1.5084852180272512,2.415890136158674,0.26099236689463245,0.03572684389592962,-0.3582832127807444,0.6059024298954846
0.5366308191294706,-0.003254576391187843,-0.24755106425243303,-0.4205321200610437,-0.3582832127807444,-0.14049951843216807
-1.4070779786660907,-0.003254576391187843,-0.5526771229406723,-2.549740618526919,-0.3582832127807444,-0.14049951843216807
1.2308125326278854,-0.003254576391187843,-1.4002495081857815,0.4919858078529029,-0.3582832127807444,-0.14049951843216807
